recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
바틀렛 배 파이,20 mins,30 mins,1 hrs 50 mins,8,8 servings,"1 (23cm) 파이 크러스트, 무염 버터 ½컵, 부드럽게 한 것, 백설탕 ½컵, 흑설탕 ¼컵, 다목적 밀가루 1½큰술, 간 육두구 1작은술, 간 올스파이스 ½작은술, 소금 ¼작은술, 계핏가루 한 꼬집, 계란 2개, 껍질을 벗기고 잘게 썬 바틀렛 배 5개","오븐을 190도(화씨 375도)로 예열합니다. 파이 크러스트를 23cm 파이 접시에 눌러 담고, 속재료를 준비하는 동안 냉장 보관합니다.
볼에 버터, 백설탕, 흑설탕, 밀가루, 육두구, 올스파이스, 소금, 계핏가루를 넣고 전기 믹서를 사용하여 부드럽게 섞습니다. 계란을 하나씩 넣어가며 버터 혼합물에 섞이도록 저어줍니다; 배를 접어 넣습니다. 속재료를 차가운 크러스트에 붓습니다.
예열된 오븐에서 속재료가 가운데에서 굳을 때까지 30~35분 동안 구워줍니다. 서빙하기 전에 완전히 식히고, 약 1시간 정도 기다립니다.",3.3,https://www.allrecipes.com/recipe/235661/bartlett-pear-pie/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 21g 26%, Saturated Fat 10g 48%, Cholesterol 77mg 26%, Sodium 212mg 9%, Total Carbohydrate 47g 17%, Dietary Fiber 5g 16%, Total Sugars 30g, Protein 4g, Vitamin C 4mg 22%, Calcium 33mg 3%, Iron 1mg 7%, Potassium 176mg 4%","Prep Time: 20 mins, Cook Time: 30 mins, Additional Time: 1 hrs, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/TId2TwLzWsk9mLSb0gDtbmaRqtg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4483642-098a70f2451b46ee839a7d5e2bf8ed86.jpg,allrecipes,
프랑스식 배 파이,45 mins,45 mins,1 hrs 30 mins,8,1 9-inch pie,"큰 배 6개, 껍질을 벗기고 슬라이스, 레몬 1개, 주스, 백설탕 ⅔컵, 간 육두구 ½작은술, (9인치) 구워지지 않은 파이 크러스트 1개, 버터 ½컵, 갈색 설탕 ½컵, 다용도 밀가루 1컵","오븐을 450도 화씨(230도 섭씨)로 예열합니다.
그릇에 배에 레몬 주스를 뿌립니다. 다른 작은 그릇에 백설탕과 육두구를 섞고, 이를 배 위에 뿌린 후 잘 섞습니다.
9인치 파이 접시 바닥에 파이 크러스트를 맞춥니다. 다른 그릇에서 버터, 갈색 설탕, 밀가루를 페이스트리 커터를 사용해 섞어 부스러기처럼 만듭니다. 배 혼합물을 파이 껍질에 담고, 위에 갈색 설탕 혼합물을 뿌립니다.
예열된 오븐에서 10분간 굽습니다. 오븐 온도를 350도 화씨(175도 섭씨)로 낮추고, 속이 끓고 부스러기 토핑이 연한 갈색이 될 때까지 약 35분 더 굽습니다.",4.8,https://www.allrecipes.com/recipe/230571/french-pear-pie/,/요리/유럽/프랑스/,"Total Fat 19g 25%, Saturated Fat 9g 46%, Cholesterol 31mg 10%, Sodium 203mg 9%, Total Carbohydrate 73g 26%, Dietary Fiber 6g 22%, Total Sugars 41g, Protein 4g, Vitamin C 9mg 46%, Calcium 31mg 2%, Iron 2mg 9%, Potassium 241mg 5%","Prep Time: 45 mins, Cook Time: 45 mins, Total Time: 1 hrs 30 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/7cDpBOTj-cnnS2P7uBg3oZHOBFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1163180-1bccc39e9cd742b4a340b74b3447327f.jpg,allrecipes,
가을 향신료 사과와 배 핸드 파이,1 hrs,30 mins,1 hrs 50 mins,16,16 3-inch pies,"큰 핑크 레이디 사과 1개 - 껍질을 벗기고, 씨를 제거한 후 다진 것, 큰 바틀렛 배 1개 - 껍질을 벗기고, 씨를 제거한 후 다진 것, 갈색 설탕 ¼컵, 바닐라 추출물 1큰술, 옥수수 전분 2작은술, 계피 가루 1작은술, 육두구 가루 ½작은술, 정향 가루 ¼작은술, 소금 한 꼬집, 계란 1개, 물 1큰술, 9인치 더블 크러스트 파이를 위한 반죽 1개, 굵은 설탕 2큰술, 필요에 따라 (선택 사항), 다크 초콜릿 칩 ½컵 (선택 사항)","오븐을 400도 F (200도 C)로 예열합니다. 베이킹 시트를 유산지로 덮습니다.
사과, 배, 갈색 설탕, 바닐라 추출물, 옥수수 전분, 계피, 육두구, 정향, 소금을 그릇에 넣고 섞습니다. 작은 그릇에 계란과 물을 함께 휘핑합니다.
가벼운 밀가루를 뿌린 표면에서 반죽을 밀어 3-4인치 원형 쿠키 커터로 원을 자릅니다. 각 반죽 원의 중앙에 사과 혼합물을 소량 떠 넣고, 원을 반으로 접어 가장자리를 단단히 눌러 봉합니다. 원한다면 포크로 가장자리를 눌러 장식합니다. 준비된 베이킹 시트에 핸드 파이를 놓습니다.
각 핸드 파이의 윗면에 날카로운 칼로 3개의 작은 구멍을 냅니다. 핸드 파이의 표면에 계란 혼합물을 바르고 장식용 설탕을 뿌립니다.
예열된 오븐에서 약 25분간, 연한 황금색이 될 때까지 굽습니다; 핸드 파이를 실온에서 약 20분간 식힙니다.
다크 초콜릿 칩을 전자레인지용 유리 또는 세라믹 그릇에 넣고 15초 간격으로 녹이며, 매번 저어줍니다. 1-2분 정도 걸립니다. 녹인 초콜릿을 핸드 파이에 뿌립니다.",4.0,https://www.allrecipes.com/recipe/244986/autumn-spiced-apple-and-pear-hand-pies/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 6g 7%, Saturated Fat 2g 10%, Cholesterol 12mg 4%, Sodium 75mg 3%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 5%, Total Sugars 8g, Protein 2g, Vitamin C 1mg 6%, Calcium 11mg 1%, Iron 1mg 3%, Potassium 64mg 1%","Prep Time: 1 hrs, Cook Time: 30 mins, Additional Time: 20 mins, Total Time: 1 hrs 50 mins, Servings: 16, Yield: 16 3-inch pies",https://www.allrecipes.com/thmb/1D71LVaZANfmtHoKdbMS08_K1KE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4138565-8da5900b557e4b87b4fa5031027914fd.jpg,allrecipes,
배 파이,15 mins,45 mins,1 hrs,8,1 9-inch pie,"1 (23cm) 구워지지 않은 파이 크러스트, 3컵 슬라이스한 바틀렛 배, 1컵 사워 크림, ½컵 백설탕, 2큰술 다목적 밀가루, 1개 계란, ½작은술 바닐라 추출물, ½작은술 소금","오븐을 200도(화씨 400도)로 예열합니다. 파이 크러스트를 23cm 파이 접시에 눌러 담습니다.
배 조각을 파이 크러스트에 배열합니다. 그릇에 사워 크림, ½컵 설탕, 2큰술 밀가루, 계란, 바닐라 추출물, 소금을 함께 섞어 배 위에 붓습니다.
다른 그릇에 ½컵 밀가루, 버터, ¼컵 설탕, 계피를 넣고 토핑이 굵은 부스러기처럼 될 때까지 섞습니다.
예열된 오븐에서 파이를 35분간 굽습니다. 토핑을 파이에 뿌리고, 토핑이 황금 갈색이 될 때까지 약 10분 더 굽습니다.",4.8,https://www.allrecipes.com/recipe/234491/pear-pie/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 26g 33%, Saturated Fat 13g 66%, Cholesterol 66mg 22%, Sodium 369mg 16%, Total Carbohydrate 48g 17%, Dietary Fiber 3g 11%, Total Sugars 25g, Protein 5g, Vitamin C 3mg 15%, Calcium 53mg 4%, Iron 1mg 7%, Potassium 154mg 3%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/1OpC8i9pAKJWprNyb2R8tJHEAZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2597871-b7015a586c8346e0b291a65bf336549a.jpg,allrecipes,
배 파이 II,15 mins,50 mins,1 hrs 5 mins,6,1 to 9 - inch pie,"1 (23cm) 미구워진 파이 크러스트, 3 개의 계란, ⅓ 컵 다목적 밀가루, 1 컵 백설탕, 1 작은술 아몬드 추출물, ¼ 컵 녹인 버터, 3 개의 배 - 껍질을 벗기고, 씨를 제거하고, 슬라이스한 것","오븐을 190도(화씨 375도)로 예열합니다.
큰 그릇에 계란, 밀가루, 설탕, 아몬드 추출물, 녹인 버터를 섞습니다. 미구워진 파이 크러스트에 부어줍니다. 슬라이스한 배를 중앙에서 방사형으로 배열합니다.
예열된 오븐에서 15분간 굽고, 온도를 175도(화씨 350도)로 낮춘 후 25분에서 35분간 더 굽습니다. 커스터드가 단단해질 때까지 굽습니다. 서빙하기 전에 완전히 식힙니다.",4.4,https://www.allrecipes.com/recipe/23767/pear-pie-ii/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 20g 26%, Saturated Fat 8g 41%, Cholesterol 113mg 38%, Sodium 247mg 11%, Total Carbohydrate 69g 25%, Dietary Fiber 5g 16%, Total Sugars 44g, Protein 6g, Vitamin C 4mg 22%, Calcium 29mg 2%, Iron 2mg 10%, Potassium 187mg 4%","Prep Time: 15 mins, Cook Time: 50 mins, Total Time: 1 hrs 5 mins, Servings: 6, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/Pn5zAQLFhmsLBZBwh_9AW3JqsG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481241-bdc084e3cab54ba18a80ae802608d015.jpg,allrecipes,
배와 헤이즐넛 프란지파네 타르트,15 mins,50 mins,2 hrs 15 mins,8,1 9-inch tart,"1 ¼컵 다목적 밀가루 (또는 글루텐 프리 밀가루 믹스), 1티스푼 설탕, ¼티스푼 소금, 8큰술 차가운 무염버터, 1.5cm 크기로 자른 것, 3큰술 차가운 물, 필요에 따라 더 추가,   레이놀즈® 유산지,   레이놀즈 랩® 알루미늄 포일","밀가루, 설탕, 소금을 푸드 프로세서에 넣고 섞습니다. 차가운 버터를 추가하고 큰 완두콩 크기가 될 때까지 10번 펄스합니다. 3큰술의 차가운 물을 추가하고 반죽이 뭉칠 때까지 펄스합니다. 가볍게 밀가루를 뿌린 작업대에 반죽을 옮기고 하나로 모아 디스크 모양으로 만듭니다. 레이놀즈® 유산지에 싸서 최소 45분 동안 냉장 보관합니다.
가볍게 밀가루를 뿌린 작업대에서 반죽을 0.3cm 두께로 밀어냅니다. 9인치 타르트 몰드 또는 직사각형 타르트 몰드에 반죽을 채웁니다. 위쪽의 여분을 잘라내고 15분 더 냉장 보관합니다.
오븐을 400도 화씨로 예열합니다. 반죽 위에 레이놀즈 랩® 알루미늄 포일을 덮고 파이 웨이트나 마른 콩으로 눌러줍니다. 15분 동안 굽습니다. 포일과 파이 웨이트를 제거하고 식힙니다.
푸드 프로세서에 헤이즐넛과 설탕을 넣고 곱게 갈아줍니다. 버터, 계란, 밀가루, 바닐라, 럼, 소금을 추가합니다. 반죽이 페이스트처럼 뭉칠 때까지 가공합니다.
부분적으로 구운 타르트 위에 혼합물을 펴고, 그 위에 배 슬라이스를 패턴으로 배열합니다. 타르트를 30~35분 동안 황금빛 갈색이 될 때까지 굽습니다. 자르기 전에 10분 동안 식힙니다.",5.0,https://www.allrecipes.com/recipe/245237/pear-and-hazelnut-frangipane-tart/,/디저트/,"Total Fat 31g 39%, Saturated Fat 15g 77%, Cholesterol 84mg 28%, Sodium 206mg 9%, Total Carbohydrate 46g 17%, Dietary Fiber 4g 13%, Total Sugars 20g, Protein 6g, Vitamin C 3mg 17%, Calcium 33mg 3%, Iron 2mg 11%, Potassium 194mg 4%","Prep Time: 15 mins, Cook Time: 50 mins, Additional Time: 1 hrs 10 mins, Total Time: 2 hrs 15 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/DdP5RZO0aDVvbe073M4PWRdswbI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2822093-8810754f3fcb40419f3fd01d5fe5f4f2.jpg,allrecipes,
배와 초콜릿을 곁들인 프랑스 퍼프 페이스트리 타르트,20 mins,30 mins,50 mins,8,8 servings,"½컵 무염 버터, ½컵 백설탕, 2큰술 백설탕, 1컵 블랜치 아몬드 가루, 2개 계란, 1장 냉동 퍼프 페이스트리, 해동된, 4온스 밀크 초콜릿, 다진 것, 3개 배 - 껍질을 벗기고, 씨를 제거하고, 슬라이스한 것","타르트 팬에 유산지를 깔아주세요. 오븐을 400도 화씨(200도 섭씨)로 예열합니다.
큰 볼에 버터와 ½컵 plus 2큰술의 설탕을 넣고 전기 믹서를 사용해 부드럽고 크리미해질 때까지 섞습니다. 아몬드 가루를 섞어주세요. 계란을 하나씩 추가하고 잘 섞일 때까지 믹싱합니다.
타르트 팬에 퍼프 페이스트리를 깔고 포크로 전체를 찔러주세요.
초콜릿을 이중 보일러의 위쪽에 놓고 끓는 물 위에서 자주 저어가며 고무 주걱으로 옆면을 긁어주어 타지 않도록 하면서 녹입니다. 약 5분 정도 걸립니다. 약간 식힙니다. 녹인 초콜릿으로 퍼프 페이스트리를 덮어주세요.
계란 혼합물을 초콜릿 위에 조심스럽게 부어 두 층이 섞이지 않도록 합니다. 타르트 위에 배 슬라이스를 배열합니다.
예열된 오븐에서 페이스트리가 부풀어 오르고 황금 갈색이 될 때까지 25~30분간 구워주세요.",5.0,https://www.allrecipes.com/recipe/267990/french-puff-pastry-tart-with-pears-and-chocolate/,/요리/유럽/프랑스/,"Total Fat 36g 46%, Saturated Fat 14g 68%, Cholesterol 80mg 27%, Sodium 106mg 5%, Total Carbohydrate 51g 18%, Dietary Fiber 5g 16%, Total Sugars 30g, Protein 9g, Vitamin C 3mg 13%, Calcium 45mg 3%, Iron 1mg 8%, Potassium 165mg 4%","Prep Time: 20 mins, Cook Time: 30 mins, Total Time: 50 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/6rxJJd52wxPxR7w8RdjCC6dB_8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5772017-a6f82629aff24d2e9508bd41062da5e9.jpg,allrecipes,
프란지파네 배 타르트,30 mins,1 hrs 15 mins,2 hrs 15 mins,8,1 9-inch tart,"4컵 물, 1컵 백설탕, 2큰술 꿀, 1개 바닐라 빈(세로로 갈라짐), 1개 계피 스틱, 5개 카다몸(부순 것), 4개 컨퍼런스 배(껍질을 벗기고 반으로 자르고 씨를 제거함)","큰 냄비에 물, 1컵 백설탕, 꿀, 바닐라 빈, 계피 스틱, 카다몸을 넣고 중불에서 끓인다. 배를 추가하고 불을 줄여 배가 투명해지거나 칼로 쉽게 찔릴 때까지 약 10분간 끓인다. 불에서 내리고 실온으로 식힌다.
볼에 1 1/2컵 밀가루, 슈가파우더, 소금을 섞는다. 1/2컵 + 1큰술 버터를 넣고 혼합물이 부스러기처럼 될 때까지 섞는다. 계란 노른이를 넣고 반죽이 큰 덩어리로 뭉칠 때까지 섞는다.
9인치 탈부착 가능한 바닥의 타르트 팬에 기름을 바른다. 반죽을 팬에 고르게 눌러 담는다. 30분간 냉동한다. 남은 반죽은 틈새를 메우는 데 사용한다.
오븐을 375도 F(190도 C)로 예열한다.
알루미늄 포일의 광택 있는 면에 버터를 바르고, 버터 면이 아래로 가도록 반죽 위에 놓는다. 타르트 팬을 베이킹 시트로 옮긴다.
예열된 오븐에서 남은 반죽으로 틈새를 메우며, 반죽이 건조하고 연한 갈색이 될 때까지 약 20분간 굽는다. 알루미늄 포일을 제거하고 반죽을 식힌다.
오븐 온도를 350도 F(175도 C)로 낮춘다.
큰 볼에 2/3컵 백설탕과 1/3컵 버터를 넣고 전기 믹서로 가볍고 부풀어 오를 때까지 휘핑한다. 간 아몬드를 섞는다. 계란, 계란 노른이, 2작은술 밀가루, 전분을 추가하고 프란지파네가 부드러워질 때까지 휘핑한다. 아몬드 추출물과 바닐라 추출물을 넣고 섞는다.
프란지파네를 반죽 위에 고르게 펴 바른다. 배 반쪽을 물기를 빼고 종이 타올로 말린다. 길게 균일한 조각으로 자른다. 1개의 배 반쪽을 주걱에 올리고 조각을 부드럽게 펼친다. 프란지파네 위에 올린다. 나머지 배 반쪽도 같은 방법으로 반복한다.
예열된 오븐에서 프란지파네가 만졌을 때 단단해질 때까지 40~45분간 굽는다. 와이어 랙에서 식힌다.",4.7,https://www.allrecipes.com/recipe/256822/frangipane-pear-tart/,/디저트/파이/타르트/과일 타르트 레시피/,"Total Fat 24g 31%, Saturated Fat 14g 69%, Cholesterol 104mg 35%, Sodium 171mg 7%, Total Carbohydrate 94g 34%, Dietary Fiber 4g 15%, Total Sugars 66g, Protein 9g, Vitamin C 5mg 23%, Calcium 79mg 6%, Iron 2mg 13%, Potassium 330mg 7%","Prep Time: 30 mins, Cook Time: 1 hrs 15 mins, Additional Time: 30 mins, Total Time: 2 hrs 15 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/0RYtZ6H3YjGnxC3-naUAHG6zcSo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6332333-354566c466c3473b8cc2b46fbf1e18de.jpg,allrecipes,
다뉴브 배와 아몬드 타르트,15 mins,45 mins,1 hrs,18,18 3-inch tarts,"18개 (7.5cm) 미구운 타르트 껍질, 7 큰술 갈색 설탕, 2 큰술 버터, 녹인 것, 1 작은술 배 맛 화이트 발사믹 식초, 1 작은술 계피 가루, 3개 큰 잘 익은 다뉴브 배 - 껍질을 벗기고, 씨를 제거한 후, 깍둑썰기, 3 큰술 다진 아몬드","오븐을 175도(섭씨)로 예열합니다. 타르트 껍질을 베이킹 시트에 놓습니다.
그릇에 갈색 설탕, 녹인 버터, 발사믹 식초, 계피를 섞고, 배와 다진 아몬드를 넣어 완전히 코팅될 때까지 저어줍니다. 배 혼합물을 타르트 껍질에 담습니다.
예열된 오븐에서 황금색이 될 때까지 약 45분간 굽습니다.",5.0,https://www.allrecipes.com/recipe/241123/danjou-pear-and-almond-tarts/,/디저트/파이/타르트/과일 타르트 레시피/,"Total Fat 8g 11%, Saturated Fat 2g 12%, Cholesterol 4mg 1%, Sodium 101mg 4%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 5%, Total Sugars 14g, Protein 2g, Vitamin C 2mg 8%, Calcium 14mg 1%, Iron 1mg 4%, Potassium 57mg 1%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 18, Yield: 18 3-inch tarts",https://www.allrecipes.com/thmb/N-uoNEWcjOsrH-y2omC2Q4lRWu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2144568-f4c929cac211468bae2bbe3865ebf6ba.jpg,allrecipes,
크리미 배 파이,20 mins,55 mins,1 hrs 15 mins,8,1 to 9 - inch pie,"⅓컵 백설탕, 2큰술 다목적 밀가루, 4컵 껍질을 벗기고 슬라이스한 배, 1컵 사워크림, ½작은술 바닐라 추출물, ½작은술 레몬 추출물, ½작은술 아몬드 추출물, 1 (9인치) 구워지지 않은 파이 껍질","오븐을 400도 F (200도 C)로 예열합니다.
큰 그릇에 백설탕과 2큰술 밀가루를 섞습니다. 배를 추가하고 고루 섞이도록 버무립니다. 사워크림과 바닐라, 레몬, 아몬드 추출물을 넣고 배가 고루 코팅될 때까지 저어줍니다. 구워지지 않은 파이 껍질에 부어줍니다.
작은 그릇에 ¼컵 밀가루와 갈색 설탕을 섞습니다. 손가락으로 버터를 섞어 혼합물이 부서지기 쉬운 상태가 될 때까지 섞습니다. 파이 위에 고르게 뿌립니다.
예열된 오븐에서 10분 동안 구운 후, 온도를 350도 F (175도 C)로 낮춥니다. 추가로 45분 동안 더 구워주거나 배가 부드러워질 때까지 구워줍니다.",4.4,https://www.allrecipes.com/recipe/47915/creamy-pear-pie/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 17g 21%, Saturated Fat 7g 37%, Cholesterol 20mg 7%, Sodium 155mg 7%, Total Carbohydrate 40g 15%, Dietary Fiber 4g 13%, Total Sugars 20g, Protein 3g, Vitamin C 4mg 19%, Calcium 48mg 4%, Iron 1mg 6%, Potassium 166mg 4%","Prep Time: 20 mins, Cook Time: 55 mins, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/DXLdk0i5ifjWVGo5B6hAFI7o0QY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1088180-353550eaa56043299622e8d6c453efce.jpg,allrecipes,
점프 로프 파이,30 mins,50 mins,1 hrs 20 mins,8,1 9-inch pie,"1개의 9인치 파이용 더블 크러스트 반죽, 1컵 백설탕, 3큰술 다목적 밀가루, 필요에 따라 더 추가, ½작은술 간 계피, 1꼬집 갓 간 육두구, 2컵 껍질을 벗기고, 씨를 제거하고, 슬라이스한 사과, 1컵 껍질을 벗기고, 씨를 제거하고, 슬라이스한 복숭아, 1컵 껍질을 벗기고, 씨를 제거하고, 슬라이스한 배, 1컵 씨를 제거하고 슬라이스한 자두, 1작은술 갓 간 생강 뿌리, 1큰술 레몬 주스","오븐을 220도(섭씨)로 예열합니다. 9인치 파이 접시에 반죽을 깔아줍니다.
작은 그릇에 설탕, 밀가루, 계피, 육두구를 함께 휘젓고, 그 중 1/4컵을 파이 접시의 반죽 위에 뿌립니다.
사과, 복숭아, 배, 자두, 생강을 그릇에 넣고 섞습니다; 레몬 주스를 뿌리고 고루 섞어줍니다. 과일 혼합물을 파이 접시에 넣고, 나머지 설탕 혼합물을 뿌립니다. 반죽으로 덮고, 위와 아래 크러스트를 봉합하기 위해 가장자리를 집어주고, 날카로운 칼로 위 반죽에 몇 개의 틈을 잘라줍니다. 또는 격자무늬 반죽으로 덮어도 됩니다.
예열된 오븐에서 15분 동안 구운 후, 온도를 180도(섭씨)로 낮추고 크러스트가 황금색이 되고 속이 걸쭉해질 때까지 약 35분 더 구워줍니다. 서빙하기 전에 완전히 식힙니다.",3.8,https://www.allrecipes.com/recipe/245114/jump-rope-pie/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 15g 19%, Saturated Fat 4g 19%, Sodium 235mg 10%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 12%, Total Sugars 33g, Protein 3g, Vitamin C 12mg 59%, Calcium 14mg 1%, Iron 2mg 8%, Potassium 128mg 3%","Prep Time: 30 mins, Cook Time: 50 mins, Total Time: 1 hrs 20 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/I2qSvHBzdYKRBGAcfawfYd5Bq70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2636699-be14b06a97ea47ae938245bb3788d70c.jpg,allrecipes,
데스버트의 배 파이,30 mins,25 mins,55 mins,16,2 pies,"1컵 다용도 밀가루, ½컵 백설탕, ½작은술 소금, 2컵 잘게 간 부드러운 체다 치즈, 1컵 버터, 부드럽게 한","밀가루, 설탕, 소금을 믹싱 볼에 체 쳐서 넣습니다. 포크를 사용하여 밀가루 혼합물에 간 체다 치즈를 섞습니다. 넓은 숟가락을 사용하여 버터를 넣고 혼합물이 부스러기처럼 될 때까지 저어줍니다. 토핑 혼합물을 실온에 두고 둡니다.
오븐을 400도 F (200도 C)로 예열합니다. 파이 크러스트를 틀에 넣고 베이킹 시트 위에 놓아 흘러내리는 것을 잡습니다; 크러스트는 1인치 간격으로 배치합니다.
작은 볼에 설탕, 옥수수 전분, 소금을 체 쳐서 넣습니다. 큰 믹싱 볼에 배를 넣습니다. 오븐이 뜨거워지면 설탕 혼합물을 배 위에 뿌리고 섞어줍니다. 속재료를 2개의 파이 크러스트에 고르게 붓습니다. 토핑 혼합물을 반으로 나누어 각 파이 위에 4~6개의 덩어리로 올리고, 넓은 칼로 고르게 펴줍니다.
예열된 오븐의 중간 선반에서 약 18분간 굽습니다; 배에서 많은 액체가 나오고 거품이 생길 것입니다. 파이를 확인하고 크러스트나 토핑이 어두워지면 알루미늄 포일로 덮습니다. 약 7분 더 굽습니다.",2.0,https://www.allrecipes.com/recipe/268820/dethberts-pear-pie/,/디저트/파이/과일파이/배파이레시피/,"Total Fat 24g 31%, Saturated Fat 12g 61%, Cholesterol 45mg 15%, Sodium 397mg 17%, Total Carbohydrate 52g 19%, Dietary Fiber 5g 18%, Total Sugars 28g, Protein 6g, Vitamin C 6mg 28%, Calcium 121mg 9%, Iron 1mg 7%, Potassium 196mg 4%","Prep Time: 30 mins, Cook Time: 25 mins, Total Time: 55 mins, Servings: 16, Yield: 2 pies",https://www.allrecipes.com/thmb/aCnCUfJ4QNBHOM2m6j2t_laqRRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5968966-380a9ef7811649779e96fbbbd8e2d8a1.jpg,allrecipes,
